first_name,last_name,age,gender,race,death_date,address,neighborhood,type,longitude,latitude
Tranh,Evanahen,15.0,Male,White,1993-03-17,San Pedro & 78th streets	Florence,,Homicide,-118.39358,34.00486302
Juan A.,Jackson,33.0,Male,Latino,1993-07-04,near North Los Robles Avenue & Claremont Street	Pasadena,,Not riot-related,-118.3377045,34.11030264
Arturo C.,Vela,29.0,Male,Black,1992-07-23,2034 W. Pico Blvd.	Pico-Union,,Homicide,-118.1645723,33.91422438
Gregory,Garcia,36.0,Male,Black,1992-11-14,Avalon Boulevard & 102nd Street	Green Meadows,,Not riot-related,-118.4388114,34.0362288
Howard Eugene,Lopez,36.0,Male,Black,1993-01-08,Central Avenue & 112th Street	Green Meadows,,Homicide,-118.2772308,34.104761
Anthony J.,Mustafa,28.0,Male,White,1992-10-17,16th Street & Central Avenue	Downtown,,Not riot-related,-118.2140646,34.02652538
Willie Bernard,Travens,31.0,Male,White,1992-09-23,Avalon Boulevard & 102nd Street	Green Meadows,,Death,-118.4099096,34.21540296
William,Sharaf,27.0,Male,Black,1992-10-31,Main & College streets	Chinatown,,Homicide,-118.3150188,34.18308371
Frank D.,Espinosa,26.0,Male,White,1993-02-15,5510 W. Sunset Blvd.	Hollywood,,Homicide,-118.082273,34.04703606
Jose,Harrison,18.0,Male,Black,1993-09-08,5100 block of West Slauson Avenue	Ladera Heights,,Homicide,-118.2357644,34.03769377
Fredrick,Austin,43.0,Male,White,1993-02-06,2137 E. 115th St.	Watts,,Officer-involved shooting,-118.3007423,34.01227425
George A.,Aguilar,17.0,Male,White,1992-12-02,Vermont & Leeward avenues	Koreatown,,Not riot-related,-118.2502159,34.07094109
Ira F.,Doe #80,27.0,Female,Black,1992-05-01,1800 block of East New York Drive	Altadena,,Homicide,-118.3028564,33.9893542
Edward Anthony,Evanahen,31.0,Male,Latino,1992-05-26,2740 W. Olympic Blvd.	Koreatown,,Homicide,-118.2102734,33.98283433
Wallace,Ratinoff,18.0,Male,Asian,1993-03-13,Gage & Western avenues	Chesterfield Square,,Not riot-related,-118.2955234,34.055845
Juan V.,Lopez,60.0,Female,Black,1993-02-04,Hobart Boulevard & 3rd Street	Koreatown,,Homicide,-118.3125212,34.00852842
Wallace,Lopez,31.0,Male,Black,1993-09-08,1439 E. Walnut	Central-Alameda,,Homicide,-118.3452964,34.0233797
Suzanne R.,Lee,41.0,Male,White,1993-05-14,near North Los Robles Avenue & Claremont Street	Pasadena,,Homicide,-118.3406788,33.95070352
Jose L.,Lopez,45.0,Male,Black,1993-02-03,4404 S. Western Ave.	Vermont Square,,Homicide,-118.252937,33.96527978
Hector,Orebo,67.0,Female,Black,1993-10-27,Central Avenue & 112th Street	Green Meadows,,Not riot-related,-118.1445877,34.07269605
Lucie R.,Andrew,27.0,Male,Black,1992-09-07,12834 Vanowen St.	Valley Glen,,Not riot-related,-118.2426143,34.05154574
Brian E.,Martin,38.0,Male,Latino,1992-11-05,12732 Bess St.	Baldwin Park,,Not riot-related,-118.3764157,34.06096288
John,McCurry,61.0,Male,Black,1993-09-13,5510 W. Sunset Blvd.	Hollywood,,Homicide,-118.3798361,33.84791878
William,Lam,17.0,Male,Black,1993-10-01,7608 S. Compton Ave.	Compton,,Death,-118.3979753,34.08217924
